966,519,0.000285225328009
2714,122,0.00122102590058
712,617,0.000570287995438
2648,2571,0.000285225328009
2082,616,0.000285225328009
968,2450,0.000743376725145
396,2274,0.0135065624222
2520,122,0.000285225328009
1976,1352,0.000285225328009
1776,91,0.000285225328009
515,46,0.000285225328009
2539,9,0.000285225328009
2032,23,0.000285225328009
2541,723,0.000285225328009
94,9,0.00028522532801
2518,122,0.000285225328009
2191,1361,0.000285225328009
1548,462,0.000285225328009
2971,432,0.000285225328009
1152,1153,0.000285225328009
1458,2269,0.000285225328009
2854,617,0.0012050711284
1923,46,0.000285225328009
569,547,0.000285225328009
1264,7,0.00210567922328
1493,1564,0.000213898663434
920,526,0.000285225328009
2169,337,0.000285225328009
473,452,0.000285225328009
3444,644,0.000285225328009
606,617,0.00201964758134
176,1232,0.00206961057391
616,719,0.00169272064816
586,23,0.000285225328009
1246,23,0.000285225328009
176,175,0.00125305414519
1464,309,0.0010735637854
3393,1763,0.000285225328009
2871,9,0.000285225328009
604,337,0.000285225328009
2155,617,0.000285225328009
1467,617,0.00213482457502
1005,1092,0.00202663532933
2076,2111,0.000266936178983
99,1821,0.0017042739063
1597,617,0.000285225328009
2187,69,0.000285225328009
480,2126,0.00352665135168
3075,7,0.000590309728922
509,46,0.00325633975605
3254,23,0.000285225328009
3013,7,0.000590309728922
1965,1352,0.000285225328009
3460,23,0.000285225328009
3413,2571,0.000285225328009
1763,2599,0.00125156957571
1932,9,0.000285225328009
2884,617,0.000285225328009
1663,23,0.000285225328009
2396,122,0.000285225328009
2057,1352,0.000285225328009
159,91,0.000285225328009
1112,1081,0.000285225328009
2400,617,0.00120030284359
75,9,0.000285225328009
1629,617,0.000570287995438
3009,7,0.000590309728922
1684,617,0.000285225328009
118,134,0.000190150218673
3054,20,0.000591516618486
704,23,0.000285225328009
3362,3178,0.000285171107816
3106,3064,0.000285225328009
2459,1621,0.00160467636742
3390,146,0.000285225328009
631,2250,0.00156680328104
2384,88,0.00113809337333
1034,617,0.000285225328009
1710,91,0.00249790108122
759,46,0.000285225328009
1426,462,0.000285225328009
3335,46,0.000285225328009
2217,46,0.00264423712504
1612,617,0.0018627837287
376,445,0.00140118245291
2568,125,0.000285225328009
1212,157,0.000285225328009
2198,1016,0.000285225328009
1687,1457,0.00195462230163
1321,1013,0.00111207560546
3051,1136,0.000285225328009
2043,97,0.000285225328009
3179,2571,0.000285225328009
1491,1361,0.000285225328009
3195,46,0.000285225328009
471,452,0.000285225328009
1917,617,0.000285225328009
2466,432,0.000285225328009
3314,122,0.00100524048051
804,526,0.000285225328009
917,46,0.000570287995438
862,46,0.000285225328009
749,46,0.000285225328009
1751,940,0.000285225328009
122,20,0.00187174382344
734,46,0.000285225328009
2432,69,0.000285225328009
824,526,0.00155918618555
1123,686,0.000285225328009
1008,2236,0.000285225328009
841,7,0.000285225328009
103,607,0.00201663840567
115,371,0.0015878649478
2523,524,0.000645974808563
2241,2581,0.00120074172235
3002,20,0.000591516618486
97,1721,0.00248125640388
29,9,0.00028522532801
146,3324,0.00131517399445
2879,617,0.000855188002286
439,309,0.000500596915286
456,23,0.000285225328009
1619,23,0.000285225328009
7,2295,0.00199702744358
1621,617,0.00256708448863
865,69,0.00180263047346
631,1339,0.00190157538913
1173,1403,0.00156358589226
404,127,0.000285225328009
507,46,0.000285225328009
2152,337,0.000285225328009
902,20,0.000285225328009
3079,3064,0.000285225328009
452,501,0.00197255827493
3253,23,0.000285225328009
2101,385,0.000285225328009
3213,1571,0.000285225328009
1261,337,0.000285225328009
1858,176,0.000285225328009
1093,1081,0.000285225328009
2644,2305,0.0021276944461
806,526,0.000285225328009
1614,23,0.000285225328009
1136,2536,0.00176574599112
1689,91,0.000285225328009
3463,103,0.00255200851758
2160,9,0.000285225328009
1284,23,0.000285225328009
1440,616,0.000285225328009
3283,23,0.000285225328009
3063,9,0.000285225328009
1560,644,0.000285225328009
3049,122,0.000285225328009
1301,46,0.000285225328009
1066,381,0.00298468206352
3430,1763,0.000285225328009
399,385,0.000285225328009
3237,23,0.000285225328009
947,20,0.000285225328009
145,146,0.000285225328009
400,46,0.000285225328009
2671,1361,0.000285225328009
2252,46,0.000285225328009
3163,7,0.000590309728922
1020,2241,0.000285225328009
2304,46,0.000285225328009
2361,1169,0.00176923475046
1761,291,0.000285225328009
985,519,0.000285225328009
1241,23,0.000285225328009
795,23,0.000285225328009
1228,7,0.00157112171098
2173,686,0.00131570590896
1183,617,0.000570287995438
14,2916,0.000155577451642
1298,91,0.00028522532801
1651,617,0.000285225328009
707,1807,0.00156390083425
1227,1092,0.000285225328009
312,310,0.000688126578718
2838,2903,0.000190150218673
203,176,0.000285171107816
3061,122,0.000285225328009
1709,122,0.000285225328009
1745,91,0.000285225328009
1490,23,0.000285225328009
2180,125,0.000285225328009
68,97,0.00235804309953
973,23,0.000285225328009
1450,689,0.000285225328009
3068,549,0.00120427444519
372,9,0.000285225328009
1984,46,0.00237273087982
2853,617,0.000285225328009
3066,3064,0.000285225328009
3115,122,0.00151620697679
3252,9,0.000285225328009
809,526,0.000285225328009
2802,617,0.000285225328009
580,519,0.000285225328009
1331,46,0.000285225328009
990,526,0.000285225328009
1187,1153,0.000285225328009
1392,46,0.000285225328009
49,540,0.000970569479802
1945,69,0.000285225328009
3150,20,0.00107796876287
3227,46,0.000285225328009
2722,176,0.000855188002286
996,122,0.0010782559234
