377865343,120807666,1.0
377865343,1541966965,1.0
377865343,39592795,1.0
2294597154,2367734491,1.0
19136302,29297712,1.0
19136302,198095537,1.0
19136302,5867842,1.0
19136302,69315680,1.0
19136302,83465789,1.0
19136302,20043573,1.0
19136302,20766350,1.0
19136302,95645179,1.0
19136302,292204879,1.0
2820022258,318577930,1.0
2820022258,3084752495,1.0
614147591,2966316365,1.0
614147591,28186524,1.0
614147591,1903468698,1.0
614147591,2399811175,1.0
614147591,19140613,1.0
614147591,22070847,1.0
614147591,1568717095,1.0
614147591,427684354,1.0
614147591,2828570306,1.0
54661743,34093672,1.0
54661743,124267704,1.0
54661743,177002568,1.0
54661743,151688952,1.0
54661743,39166602,1.0
54661743,51334180,1.0
3035472579,1664335448,1.0
3035472579,2936443882,1.0
263666615,155629354,1.0
263666615,421229385,1.0
263666615,27038703,1.0
263666615,279736147,1.0
263666615,88146816,1.0
263666615,159072956,1.0
263666615,238291648,1.0
263666615,157727494,1.0
263666615,292508028,1.0
263666615,16724607,1.0
263666615,2814536311,1.0
263666615,116216157,1.0
263666615,459202451,1.0
49113946,57350105,1.0
49113946,18629110,1.0
49113946,456663777,1.0
49113946,1127428081,1.0
49113946,125570941,1.0
49113946,78436225,1.0
49113946,1101354170,1.0
49113946,2338406468,1.0
49113946,28186524,1.0
49113946,23425162,1.0
49113946,22070847,1.0
49113946,787774580,1.0
49113946,159146257,1.0
49113946,23926963,1.0
49113946,37960642,1.0
239923466,35313629,1.0
363129132,197727623,1.0
363129132,42590652,1.0
363129132,242892432,1.0
363129132,2401865534,1.0
363129132,193770843,1.0
363129132,125427022,1.0
363129132,143438011,1.0
363129132,1692015848,1.0
363129132,1160501358,1.0
363129132,432725203,1.0
363129132,364256115,1.0
363129132,1472255420,1.0
363129132,12490272,1.0
459202451,6367162,1.0
459202451,1113920359,1.0
459202451,88146816,1.0
459202451,270318604,1.0
459202451,375735812,1.0
459202451,159072956,1.0
459202451,783281060,1.0
459202451,272881874,1.0
459202451,2478698951,1.0
459202451,2803227054,1.0
459202451,220722370,1.0
459202451,2392706936,1.0
459202451,282553505,1.0
459202451,2814536311,1.0
459202451,3039229139,1.0
459202451,1602818168,1.0
459202451,2866513852,1.0
459202451,384211578,1.0
459202451,1087313888,1.0
318293785,411695020,1.0
318293785,112230907,1.0
318293785,2753359816,1.0
318293785,524609020,1.0
318293785,337535840,1.0
318293785,259619440,1.0
318293785,404450891,1.0
318293785,1558237224,1.0
318293785,245507493,1.0
318293785,498832871,1.0
318293785,2254846314,1.0
318293785,1602818168,1.0
318293785,1498792177,1.0
318293785,137354094,1.0
318293785,2293464769,1.0
318293785,195088407,1.0
318293785,153754972,1.0
318293785,1227265260,1.0
318293785,272937839,1.0
318293785,572471296,1.0
318293785,193770843,1.0
318293785,446622969,1.0
318293785,583104717,1.0
318293785,819000242,1.0
1361415758,104966264,1.0
1361415758,125570941,1.0
1361415758,2615284824,1.0
1361415758,6134882,1.0
1361415758,2338406468,1.0
1361415758,2195628277,1.0
1361415758,2267934601,1.0
1361415758,1225468465,1.0
1361415758,24157295,1.0
1361415758,66132864,1.0
1361415758,2160707671,1.0
1688661278,142525784,1.0
302708364,117701249,1.0
302708364,14073125,1.0
302708364,373287402,1.0
302708364,1536158010,1.0
585799262,553510858,1.0
585799262,432725203,1.0
585799262,245355537,1.0
585799262,374965444,1.0
585799262,143961794,1.0
585799262,701445559,1.0
585799262,420475251,1.0
585799262,224971847,1.0
155629354,2433819500,1.0
155629354,112230907,1.0
155629354,421229385,1.0
155629354,350334031,1.0
155629354,299947438,1.0
155629354,197293650,1.0
155629354,223382695,1.0
155629354,270318604,1.0
155629354,1488736524,1.0
155629354,227110281,1.0
155629354,2358594941,1.0
155629354,199333552,1.0
155629354,15378099,1.0
155629354,165691080,1.0
155629354,305108467,1.0
155629354,266543085,1.0
155629354,242892432,1.0
155629354,113493434,1.0
155629354,2933585679,1.0
155629354,2482157119,1.0
155629354,472392457,1.0
155629354,244481539,1.0
155629354,264333291,1.0
155629354,222266138,1.0
155629354,245355537,1.0
155629354,304743981,1.0
155629354,346720029,1.0
155629354,747024678,1.0
155629354,253572962,1.0
155629354,1305431833,1.0
155629354,1928241500,1.0
155629354,309223740,1.0
155629354,321001210,1.0
155629354,932683080,1.0
155629354,218218281,1.0
155629354,3025776351,1.0
155629354,2846661969,1.0
155629354,2338306908,1.0
155629354,139020934,1.0
155629354,196641018,1.0
155629354,1010705413,1.0
155629354,364528766,1.0
155629354,33180244,1.0
155629354,1067156035,1.0
155629354,122337994,1.0
155629354,2851420287,1.0
155629354,128370270,1.0
155629354,2381915839,1.0
155629354,399304771,1.0
155629354,2304084603,1.0
155629354,338762731,1.0
155629354,1160501358,1.0
155629354,2936443882,1.0
155629354,2150635723,1.0
155629354,1885817996,1.0
155629354,553510858,1.0
155629354,200935622,1.0
155629354,2886255623,1.0
155629354,436679046,1.0
155629354,434987329,1.0
155629354,85600744,1.0
155629354,404977138,1.0
155629354,384211578,1.0
155629354,1593266305,1.0
155629354,289890360,1.0
